,title,release,lyrics
0,セオリーとの決別の研究＋81,20121226,僕らは　あなたと笑いあえるなら誰に誤解されることもためらいやしないもう　何もためらわない君の名場面ランキング今年の一番に流れた曲で楽しい時に　笑いたいだけ少し角度を変えて　セオリーと決別の仕方を研究Keep smilingあなたの前なら　あきれるほどにバカな奴になれる僕らは　いつもこうやってあなたと笑いあえるなら誰に誤解されることもためらいやしないもう　何もためらわないいつもこの音の中にはあきれるほどに僕らは希望を信じてる毎年僕らの名場面ランキングの中にはあなたが　僕らの歌を歌う姿　その姿があなたと笑いあえるなら誰に誤解されることもためらいやしないもう　何もためらわない
0,7th Trigger,20120328,TriggerAh 白々しいこの街も人も　馴染んでいく自分にも　苛ついていた川の流れから目をそらした　同じように　流されて来たわけじゃないBut たった一瞬だったとしても　oh...かまわないアンチ Destiny　放てshining　俺等のdream此処にある全ての夢　理想郷が　oh...叶わない　そんな事分かってる決断の引き金で　生きてるか生かされてるのか分からないような生き方を　撃ち抜こうどんなに食べたって太らない僕を見て君は言った「きっとこの世は不平等なものね」上を向いて歩いたくらいじゃ何も変わらなかった目を向けるべきは　己の内面競争社会で気になってる　横　横　じゃねぇぞif...は無い　アンチ Destiny　泣いて終わっていくつもりはねぇCalling　俺等のステージ　oh...Glory　無いなら俺が担って決断の引き金で　苛立ちも希望も不公平も覚悟も　銃口に込め　撃ち抜こうTime is now時計を反対に向け　走り抜け　戻らない　Time is nowgive upじゃ終われねぇ noリスク　no冒険Don't be shy Break Wonder World選ばれし生の出番は give upじゃ終われねぇthis moment of eternity　oh...like itこの価値観でしかないが...世界は素敵だろthis moment of eternity　oh...この場所で　描いた未来手にしたいたとえばそれが　一瞬だったとしてもかまわないもう覚悟は出来てる　かかげた理想と心中しちゃえるくらいのこの価値観だけも　oh...like it疑う余地も無いほどやり切れてる　そう言えるほど決めたなら行けよお前だって　此処で終わってたまるか　そう思っているんだろう自分で選べよ　全部選べよ　突き抜ける覚悟も　敗れてく覚悟も栄光への引き金　自分で掴んで　撃ち抜こう時計を反対に向け　走り抜け　戻らない　Time is nowgive up じゃ終われねぇ　noリスク　no冒険Don't be shy Break Wonder World選ばれし生の出番は　give upじゃ終われねぇIt's time now
0,0 choir,20140702,ねぇ　Baby　この世界は汚れて見えるけどでもね　Baby　愛すことは怖い事じゃないよchoirLet's go!ねぇ？普通って場所はここから何光年先の場所なんだい？リンゴの皮を剥くように　心さらけ出したい人の幸せは　人の不幸の上　成り立つって？僕がこのプリンを食べたら　死者でも出るのかい？I like it Baby　ねぇ　何もしてあげられなくてゴメンそう言って泣く　君から今素敵な物をもらえたよ僕らは美しい物ばかり探すくせに隣に居てくれる人の美しさに気付けない世間にとっての僕や　どの時代の総理にも代わりは居るでも　それぞれの大切な人の代わりは居ない人生が100年だったとして70億人なら　1人1秒づつ出逢ったって　全員には出逢えないまずいな1秒どころか　この先の何10年を君に捧げるつもりだから　もっと出逢い大事にしておこうI like it Baby　愛が憎しみに変わって行くなら僕を憎んだあの人は　愛してもくれた人かもな人はしてもらえた事は　すぐ忘れがちしてあげた事だけは　忘れずに悲しくなり一人の方がマシだ　なんて心に嘘つきそんな事ばっかり言って　愛され方忘れないでねねぇ　Baby　誰かが君にリンゴを剥くように心を全てさらけ出して　捧げてくれたらなら　Baby　次は君がリンゴと言う名の心をウサギの形にでもして　食べさせてあげれば良いchoirLet's go!ねぇ　Baby　愛す事は怖いことじゃないけど失った物も　失った人も　愛してしまってたから僕もきっとこの先　何百人で過ごそうともどこか1人足りないような　寂しさは消えないけど失った物ばっかり　数えてちゃいけないだろ？これから出逢える　素敵な物が沢山あるはずだろ？毎年やり切り　年末は幸せで泣くって決めたし年とっても　愛だの夢だの言えそうな仲間も出来たしねぇ　Baby　この世界はまだ汚れて見えるけどやっぱり僕は産まれてこれて　幸せだと思ってるよねぇ　baby　約束しよう　世界は素敵だからまだ死にたくない　そう言えるまで　僕達は生きて行こうchoirLet's go!
0,ゼロの答,20070221,"たとえば明日がこないとしたら僕が生きた過去も今もゼロになり無意味な物になるのかな?時間の上を立ち止まり　君が問いかける雪が溶けて消えるように僕の命も終わりがあってだからこそ　輝ける僕らの　見えない未来強く生きて　最後は笑っていたいからうわべの友情や愛情なら僕はもういらない人は死ぬ前に何かを思い出すというのなら僕は人を愛したことを思い出すだろう雪が溶けて消えるように僕の命も終わりがあってだからこそ　歌える僕らの　見えない未来光放ち始めるjust be dreaming, shining青空が最後につけた言葉の色僕に答えをくれたa life is mine　(この人生は僕のもの)考えすぎ　ためらいの後悔何もしないよりは充実の後悔をいつまでも　続けと願っても僕の命は終わりがあってだからこそ　輝ける今と向き合う意味を声をからし　叫んでるから僕らの生きていく世界は毒もあって　時に愛も踏みにじられるそれでも　最後の日に愛されたことも思い出せますように青空が最後につけた言葉の色僕に答えをくれたa life is mine　(この人生は僕のもの)考えすぎ　ためらいの後悔何もしないよりは全てをかけて生きたい"
0,奏全域,20170802,Gotta raise your hands up！もう捨て身で飛び降りるつもりで行ったはずが　登りつめてったOh…心折れたら　持って尖ったほう突き刺すOh…入り口含めりゃ出口は2つWish me luckWelcome to the fight…Gotta raise your hands up！Welcome to the trouble…TEKITOUNIダウンタウン　デトロイト　コンプトン命がけでも死んで行く街銃社会がベース　桁違いの犯罪件数スラム街ジャパニーズ　ジパング　和の国先進国で自殺率 No.1若年層の命の危険なら見劣りしないスラム街World wideSo what？World wideWorld wideSo what？World wideWelcome to the fight…Gotta raise your hands up！Welcome to the trouble…TEKITOUNIEverybody elseGotta raise your hands upEverybody elseGotta raise your hands upEverybody elseGotta raise your hands upEverybody elseGotta raise your hands upWish me luck…Welcome to the fight…Gotta raise your hands upWelcome to the trouble…Gotta raise your hands upWelcome to the fight…Gotta raise your hands upWelcome to the trouble…TEKITOUNI
0,SORA,20060517,Now here we are 辿り着いた場所でAnd at this point 辿り着きたい場所Life brings joy and sorrowThis road leads to my dreamいつだってそう Play fair ストリートたいがいはそう ほんの少しの好奇心湧き出る想いはもう真剣 揺れないthoughtThe pastNowFutureForeverSupportFriendForeverFar away 古いアルバムの中にある(It's so splendid) 明日を everythingFly away 変えないようにと空色の(It's so splendid) 明日をTrip 無数に高め合うこと バイブス乱射妥協じゃない所目指し 一歩上 keep on yeahガキの頃に見た夢 流れた星にかけた願い互いに掴み取ること それが一度きりの約束の言葉This is the dream 辿り着けるように一発テイク 後戻りは無い忍び寄る手 巨大なwall届かぬからこそ掴みたい競い合う日々 どこまでも前無重力の空想 形に変えそう この空の下あいつだってきっと負けないで 生きてるからEverything far away 仲間と過ごした日々を僕は(It's so splendid) 忘れない everythingFly away この街の光をポケットの中に(It's so splendid) 握りしめている悩んでた日々も 一人じゃなかったから 今 此処に立てたいつかまたするべき事終えたら 笑い合えるように 僕はFar away 仲間と過ごした日々を僕は(It's so splendid) 忘れないFly away この街の光をポケットの中に(It's so splendid) 握りしめているFar away 古いアルバムの中にある(It's so splendid) 明日を everythingFly away 変えないようにと仲間と交わした(It's so splendid) 最後の約束
0,sorrow [file named ”moment”],20070808,UWマイクスクラッチボイスチェック/ジャンルと言う壁をもぶち壊したる/ジャストキープトップマインド/心技一体 覆す全てのエセサイエンス/全身前進行動途中フロム滋賀関西のフェイト背負う次世代の音リスペクト/05進み出した原点をキープ。静かに帰る町季節もかわり行く寂しく映る瞳少し冷たい風闇を永くまとい光も全て飲み込んで憂いを残す音耳から離れずに戻れないと呟いたanxiety……
0,体温,20081119,昨日は何してたの？　心配するじゃん　電話出ないしうつむく君を見たら　すぐに何を言おうとしてるか　気付いたんだ「何一つ形の無い見えないものは愛なんかじゃないって馬鹿げてるわね」　なんて君は本当に思うのかい？それなら　どうして君は泣いてるの？最後の優しさに触れる「サヨナラ」を言わせないように　くちづけで君の言葉閉ざしたんだ何故なんだよ？　言葉以上に　唇から伝わる体温仕事とはまだ呼べないけど今日もギターを持ってJazz Barで歌わせてもらっている君から貰ったスニーカーは　ちょっと磨り減ってきたけどその分履きなれた「何一つ先の見えない関係に愛想が尽きた」って夢じゃないかと　悲しすぎて僕は笑う現実なんかより　夢を食べて生きる僕と理想どおりじゃないと生きられない君じゃ悲しい程にずれていった価値観が　君を悩ませた　そりゃそうだけど…「サヨナラ」のその一言だけで　消えてしまう程ちっぽけな愛だったんだ追いかけようとしたけど　現実は腹が減るから磨り減ったスニーカーで　僕は夢の中へとまた戻る…確かにあったでしょ？　目には見えないけど大きなカバンでも入りきらない位の好きなレコードや　待ち遠しい季節がただ一緒なだけで笑えてたじゃん何もかも見えないからこそ　愛の本質が見えてくるんじゃないか？分からなくなるよ…　綺麗事を抜いたら何が一番大切かは言えやしないけど「サヨナラ」のその一言だけで消せてしまう事なんて一つも無かったんだこれも違うのかい？　離れようとはしない唇に残ってる　形の無い　見えない体温
0,Touch off,20190227,"FIREあと幾つの自由をさぁ俺の番だ　先頭バッター何が失敗かなんてまだ知る前に導火線見つけてそこにFIRE拝む神なんて居ないや　星もないやでも願う事は辞めなかった後悔恐れ立ち止まる足元そこにFIRE忘れたい事は　忘れられない事天国への道は　地獄から繋がってるわずかな火花が炎に変わってく尖ったままで追い続けてくGo to futureわずか数センチだって　願った場所に向かって進んで行く　止まるなんて　No,No,No…心に贖(あがな)って　諭(さと)しては諦めるそれで未来で何が言える　No,No,No…進んで行く　止まるなんて　No,No,No…さぁお前の番だ　満は持したその器は満パンだ溢れ燃料塗(まみ)れの魂にそこにFIRE現存賭けワンラウンド死ぬか生きるか　それも含めお前の自由だ万人の知る事さえ疑えそこにFIREここから僕ら　あといくつの自由を生きて行けるのだろう1年に一度じゃなく　1秒ずつ年を重ねてゆくタイムリミット内でわずか数センチだって　願った場所に向かって進んで行く　止まるなんて　No,No,No…届かぬ場所だって　彼方先だって進んで行く　止まるなんて　No,No,No…進んで行く　止まるなんて　No,No,No…Super　(FIRE)精神の　(FIRE)高速で　(FIRE)1.2　(FIRE)魂の解放We gotta freedomI'm show you heartSuper　(FIRE)精神の　(FIRE)高速で　(FIRE)1.2　(FIRE)魂の解放We gotta freedomここから僕ら　後いくつもの自由を生きていけるはずだろう諦める日は　長い旅の終わりじゃ無く最悪の未来の始まりだろうわずか数センチだって　願った場所に向かって進んで行く　止まるなんて　No,No,No…心に贖(あがな)って　諭(さと)しては諦めるそれで未来で何が言える　No,No,No…それをどれだけ長く創造的に考えることができるかゆっくりと着実に急ぐそんな矛盾を抱えつづけ何かを待つだけの時間なんて短い方がいいここに来て最大の武器は全ての苦い想い出とかいた恥本当の自由など無いならばこれはそれを否定する為の旅"
0,誰が言った,20140702,Everybody YES…と　身を守る呪文のようにくり返すEverybody YES…と　祈るように　イエスマンがくり返すStraightforward　そのBackboneと整合性に　重さが変わって行くStraightforward　溢れた言葉の秘めた可能性　求めI will goMy art is exploding BOW!あれを言ったのは誰だ？『芸術や音楽が無力だ』って求めよさらば与えられんYeah! SPARK! 正気の沙汰は何処へ…右脳が異常に発達　独創はひらめかないらしいそろそろ僕の中の芸術も爆発しそうであれは誰が言ったんだ？『芸術や音楽が無力だ』って一時はよく聞いたよな？『直ちに影響は無い』ってそしてあれを言ったのは誰だ？『一人減らしてデビューさせろ』言葉に出来ない悔しみも音楽で表現してみよ　ほらStraightforward　溢れた言葉の秘めた可能性誰が言った？　言った？答えろよ　答えろよYes everlasting誰か言えよ　言えよパスコード　パスコードYes by good fortuneどいつもこいつもみんな同じ服を着て猿真似して　だいたい歌ってることも同じ　伝えたい事もないそれが死んでくアーティストの姿だバビロンを壊して　俺等スーパーオリジナル　迷いの無い羊ぶち上がった激動の世界を見せつけてやろうRebel1　じゃねぇぞ　Rebel2G9 以上のパンチ　激動Straightforward　溢れた言葉の秘めた可能性誰が言った？　言った？答えろよ　答えろよYes everlasting誰か言えよ　言えよパスコード　パスコードYes by good fortuneEverybody YES…と　身を守る呪文のようにくり返すEverybody YES…と　祈るように　イエスマンがくり返すEverybody YES…と　フェイクでも都合の良い暗号らしいStraightforward　そのBackboneと整合性に　重さが変わって行くStraightforward　溢れた言葉の秘めた可能性おい　誰が言った？　言った？答えろよ　答えろよ誰が言った？　言った？答えろよ　答えろよYes everlasting誰か言えよ　言えよパスコード　パスコードYes by good fortuneもう　どいつもこいつもみんな口から出まかせ　上滑りで都合の悪い事は言った事さえ忘れて蜂は人を針で刺せば　自分も死んでしまうその覚悟で届けなきゃいけない言葉をお前に刺す
0,CHANGE,20100331,プライドも全て無くした日に　過ちを悔やむその日に僕は君にこう言う　「やっと全てが揃ったね」「明日へ向かうにはどっちへいけば良いんですか?」と聞かれる「馬鹿だな、そんな意味も無いものは探すなよ」邪気なき　光　今　キラキラに光る眼その美しさをも取り込み　奪おうとするもの愛を殺したのは僕なんだきっとこの世界はもう　その犠牲のもとで成り立っているあの嘘をついたのは僕だから　一人おびえてなかった　心が凍っていた何も恐れないその瞳に　初めて臆病を浮かべた時僕は君にこう言う　「やっと全てが揃ったね」眠れずに今夜もまた　当たらない予感を馬鹿だな　そんな意味も無い夜を過ごすなよ邪気なき　光　今　キラキラに光る眼見抜けよ　慰め優しさは騙す為の手口さオーロラの姿をした砂漠の元凶ども達のあの手を離したのは僕だから　驚きはしなかった夜光虫の光に紛れ　幸せを願うよと　うそぶいてるけど　骨まで透けてるよ言いたい事はこう言う事だろう簡単に裏切る様を見せりゃ　防衛本能で無意識に「痛い思いはしたくない」と　楯突きゃしないだろ愛を殺したのは僕なんだきっとこの世界は　もうその犠牲の上で成り立っているあの嘘をついたのは僕だから一人おびえてなかったそんな事吐いてる人達のイメージする　その唇が後悔の念を喚くたび僕は君に　こう言う「やっと人らしくなれたね」何も恐れないその瞳に初めて臆病浮かべた時僕は君にこう言う「やっと全てが揃ったね」一人で生きようと決めた夜に無性に逢いたくなる想いに　人らしさ感じてた
0,魑魅魍魎マーチ,20110406,現世　因果律を超えて　科学　非科学の迷宮最初若干の違和感から　お化け出るぞ無数の霊以外にも　西洋から妖精も化け銀杏の霊以外にも　マジ出るぞ夜桜で花見だ雨天決行で騒ぐテントのすみに一人ずぶ濡れの人が居た「あの人」誰だっけ?って帰り道に聞いたら俺にしか「あの人」見えてなかった….またか…まぁ　見ちゃった…って言うか　丑三つ時は既に恒例金縛りは最早日常　俺にしたら　もうただのBad Day魑魅魍魎　亡霊　呪縛　第六感で受け取るメッセージ百鬼夜行に混ぜろよ　俺にも見せろよ　向こうのネクストステージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージ現世　因果律を超えて　科学　非科学の迷宮最初若干の違和感から　お化け出るぞ無数の霊以外にも　柿の木に化け猫化け銀杏の霊以外にも　マジ出るぞおい…またかよ…また?……なんで俺ん所来んの?　頭の三角 似合うよ柳の木の下でよく逢うね?　そう　慣れてからは　ただのBad Day魑魅魍魎　亡霊　呪縛　第六感で受け取るメッセージ百鬼夜行に混ぜろよ　俺にも見せろよ　向こうのネクストステージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージ切った髪のように　離れた途端不気味になるんだホラープランが甘いな　君をその程度にしか思わんな魑魅魍魎　亡霊　呪縛　第六感で受け取るメッセージ百鬼夜行に混ぜろよ　俺にも見せろよ　向こうのネクストステージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージハードラック　ザ・ブラックアウト　誰に向けられたあの世のメッセージ現世　因果律を超えて　科学　非科学の迷宮最初若干の違和感から　奴らが来るぞ
0,CHANCE!,20051026,It's chance chance chance. Let's begin.Trans.somebody with this. One wish.Makin' sound with beats. Shakin' Dancin' UVERworld.Start! Just keep! Lastは楽勝でピースPeace! Attack! Everybody! Rock time! Big show time!その気になっても　いつも裏切る時代(とき)だけど投げ出す気持ちStop!　向き合うキミRespect!強く願う思いは　届くから時はPrecious! どんな時も愛する人の為に輝いていたくてそうNice your smile keep! そういつか Get chance!キミの心の声に　答えてあげたくて叶うはずないあの日の夢が未だに胸の中瞬くからいつだって時は最初まで戻れるあきらめないで　追いかけ続けていたいよGet chance like this音もっと上げて行こう終わりなんてないしノっていきな　もっといつかは消えていく恥なんてかまわないで笑顔と光そのままで時はPrecious! どんな時も愛する人の為に輝いていたくてそうNice your smile keep! そういつかGet chance!キミの心の声に　答えてあげたくて叶うはずないあの日の夢が未だに胸の中瞬くからいつだって時は最初まで戻れるあきらめないで　追いかけ続けてここにあるいくつもの奇跡とメロディーと言葉のかけら握り締め一切後悔なんてしたくない答えを見つけ出せるまで　振り向かないままいたいよBreak! Show time!Get down! どうだ? こんな感じがUVER! 全てのStyleが偶然の一致これ聞きゃ損なし　Look at me! 比べてみ? その周りとのMusic価値も明らかな原寸大　音との会話はずむPlayerそうMakin'　そうCheckin' One thing uniting for us. One Peace!届かなくても時はPrecious! どんな時も愛する人の為に輝いていたくてそうNice your smile keep! そういつか Get chance!キミの心の声に　答えてあげたくて通らない声に耳寄せ　思いは儚く薄れて行く　キミの恋だって諦めるまでEndless line叶うはずないあの日の夢が未だに胸の中瞬くからいつだって時は最初まで戻れるあきらめないで　追いかけ続けてここにあるいくつもの奇跡とメロディーと言葉のかけら握り締め一切後悔なんてしたくない答えを見つけ出せるまで　振り向かないままいたいよ
0,超大作＋81,20101124,我々は遊びの天才さ　ハハと笑ってるいつも一番大切なこと思い出す無礼講　そこに乗ってこう yeahなんでも聞け　来いそれをミッションというか　ただ楽しみたいだけ真太郎　「港区でちょっと見てただけ」TAKUYA∞　「海へ遊びに行くぞ　飛び込め!　天誅」彰　「てるお」「サランヘヨ」　歌:信人右手にワイングラス　左手にくるみこねくり回してまわすそしたらバンバン　バン万歳俺を倒して行くぅのか?　それはよさねぇか?劇終
0,DECIDED,20170712,さぁ　お前ら心の導きへ　始めよ今日がその X-day黙れ Backseat bring upこれは俺の　お前の人生じゃねぇGo aheadTell me about it落下して行く Face this world全部どうかしてる　でも怯まねぇ点と線で繋いだ未来も　毒されたとしてもTell me about it叶わぬことだって腐る程あるだろうそれ数え生きてく事に何の意味もないだろうなら何故今日も未来を信じられているのかって？そこに希望感じてるからじゃなく愛するって決めたから　愛してそう信じるって決めたから　もう信じていくだけ僕らが不安感じるべき事は自分に何ができるか？じゃなく自分に何が合うか？じゃなく本当に心が一番選びたいもの選んでるか？ってことだろうTell me about it落下して行く Face this world裏切られる　でも怯まねぇ点と線で繋いだ出会いも　毒されたとしてもTell me about it何をしたって俺を嫌う奴はいるだろうそれ数え生きてく事に何の意味もないだろう数えるべきものは愛してくれた人と　その信じてくれた人たちが居てくれたじゃないかこの思いごと　愛してくれたなら自分に何ができるか？じゃなく自分に何が合うか？じゃなく本当に心が一番選びたいもの選んで行け！ってことだろうさぁ　お前ら心の導きへ　始めよ今日がその X-day黙れ Backseat bring upこれは俺の　お前の人生じゃねぇGo ahead言わずもがな誰もが自由表現のリアリティーは　もう4D超えハミ出すくらいが丁度いいなぜ叶わぬと知って尚愛してしまうのかその本質と真意がいつか分かるまで愛するって決めたなら　愛してそう信じるって決めたなら　もう信じていくだけ僕たちにとって大事な事は向き不向きじゃなくて運命的じゃなくても本当に心が一番選びたいもの選んでるか？ってことだろうさぁ　お前ら心の導きへ　始めよ今日がそのX-day黙れ Backseat bring upこれは俺の　お前の人生じゃねぇGo aheadさぁ　お前ら心の導きへ　始めよ今日がそのX-day黙れ Backseat bring upこれは俺の　お前の人生じゃねぇGo ahead
0,DIS is TEKI,20170712,おい信人　今日はお前がベースを置く日言ってやるよ　今まで誰も言ってくれなかったことをよお前のガキの頃のあだ名は　のぶちん幼稚園からのお前のそのちんけな人生　見捨てずにやってきてやったが限界お前はやっぱチンカスだ信人バンドの汚点　このマイク振り落とす脳天食らわされる前にさっさと出せ転職届け　お前に渡すぜ引導ベースのスキルアマチュア以下　打ち上げだけで発揮する力余興とか言って脱ぎ出すな露出狂今度はてめぇがパクられろ後輩にたかられてる　てめぇ　慕われてると思ってる　めでてぇLIVE後にファンをナンパして　一般人と間違われてたよなあぁ？　言われたまんまで終われっかよお前はこのバンドの癌だってことを教えてやるよTAKUYA∞まったく役に立たねぇ行こうか　オイ幼稚園・小・中　腐れ縁　それも今日をもって THE ENDタダでバンドに入ってやったのに　ずっとお前はただのゴミもう聞き飽きた　お前の説教のようなLIVEのMCは　ほぼお経テンプレみたいな歌詞ばっかり歌いやがって　お前のテンプルに鉄槌走ってる　走ってる　分かった　歌が走ってる　もっとベース聴けTVが苦手か心なし　俺が歌ったほうがまだマシ滋賀の恥　モロ出し　マイクさっさと差し出しお前の不良のネーチャンとトーチャンと　一緒にドンキでたまってろお前家族関係ねぇだろ　オイおぉ だったら俺も言ってやるよ参観日　髪が短め　お前の親父だと思ってたあの人はのちに分かった　本当はお前のカーチャンだったよな自分と同じ顔のやつ3人　出会えば死ぬドッペルゲンガータイには絶対近づくな　空港だけでお前そっくりが6人ベースもペンも箸も右のくせに左利き演じんな　カス左も右も下手くそなお前は　結局利き腕のない猿音もでけぇが　態度もでけぇ　鼻もでけぇけど　一番でけぇのは一泊二日の遠征のLIVEで　海外旅行ばりのキャリー持ってくんな18から未だに教習所落ちまくって　普通免許に何年かかってんだクワバラ　クワバラインターネットで10年間違われたまま　存在感の無さが祟った本当は苗字　桑原じゃねぇクワバラ 信人インターネットで10年間違われたまま　存在感の無さが祟った世界中の桑原さんに謝れもうキレた　とうとうキレた言ってやるよ　オイお前のその趣味程度の読書　インテリぶったモーション読んでるのシャルマンの裏の堤防で拾ったエロ本しか見たことねぇけどな今度俺が書く暴露本読めよ　お前が手出した女とかさ軽く見積もって前科百犯　上・中・下　三巻で出すからさ免許はいらねー　俺がこのバンド抜けたらお前はニート運転手で雇ってあげてもいいよ？　後ろで呑んでる　俺はモヒートあの日の恨みは忘れねぇ　あの日の痛みを忘れねぇ小学校　行進の練習中　お前と二人でふざけてたのにド突かれたのは俺だけこの哀しみ倍にしてくれてやるよまったく　まったくや　まったく役に立たず TAKUYA∞TAKUYA∞の耳に念仏　TAKUYA∞叩くやつの味方やまったく　まったくや　まったく役に立たず TAKUYA∞TAKUYA∞の耳に念仏　TAKUYA∞叩くやつの味方やこっちもお前の弱み握ってっからなてめぇ この野郎目には目を 歯には歯をこの間のツアー　お前名古屋でLIVE直後に＃＃＃と一緒にクラブで　＠＠＠＠たの見てたからなはぁ？　お前言ったな？じゃあ　お前も四国で＃＃＃＃現地の＃＃＃＃ってただろあれも知ってるぞ　栃木で＠＠＠＠「やめよう」「うん、やめよう」「賛成」議論の余地なしきっとこれは不毛な戦い　電光石火のスピードでやめようなぁ？　俺ら一心同体　俺の命日　お前の命日墓場の前で続きをしよう　手前で全部投げ捨ててやろうなぁ　ぜってー先にいくなよなぁ　ぜってー先にいくなよ
0,DISCORD,20070221,"You see the lights?Seek after 黒い無気力が包む感情麻痺したCan't find out this理想とはずれた普遍的未来destinyKick it 操作　rust bluster 速攻ぶっ飛ばすようはバランス　敵意メラメラ生き急ぐlaughter 一気にクラッシャーnever get together声を閉ざすCan't give my microphone awayShe says to me yeah (「心配しないで、一緒にいるから」と彼女は言う)“Don't worry, I'm with you”そんな言葉　いらないよTell you why この不感症の右脳が時に人の心の奥まで　目をつぶったって映し出し見せ付けていくんだ僕らの sweeping changes never leave us, leave us(僕らの周りは常に目まぐるしく変化していて)Sweeping changes never leave us教えてよwhat we wonder 欠落のmy life, my daysWhat we know 腐っていくending(教えてよ欠落の日々僕らが何を知りたいと思うのか)(腐っていく終わり、僕らは何を知るのだろう)Seek after気力も薄れていく感情はないCan't find out this 結末見えた普遍的未来destinyKick it 操作　rust bluster 速攻ぶっ飛ばすようはバランス　敵意メラメラあざ笑うlaughter 一気にクラッシャーnever get together蹴散らしてくCan't give my microphone away無機質な物で埋め尽くすmemory確かなものは皆無If you are right, give it繰り返すDISCORD不協和音に潰されないようにと愛したものだってこの不感症の右脳が時に君の心の奥まで　目をつぶったって映し出し見せ付けていくんだEveryone knows it's over　(誰もが終わりだって気付いてる)音のないサイレンsilence朽ちてくカウントダウンの中溺れてゆく僕らの sweeping changes never leave us, leave us(僕らの周りは常に目まぐるしく変化していて)Sweeping changes never leave us教えてよwhat we wonder 欠落のmy life, my daysWhat we know 腐っていくending(教えてよ欠落の日々僕らが何を知りたいと思うのか)(腐っていく終わり、僕らは何を知るのだろう)鳴り止まぬディスコードこの世の中と上手くやれずに泣いた昨日も消えぬディスコード僕等はいつか愛せるようにWhat we need (なくてはならないもの)"
0,DISCORD～your voices mix～,20071114,"鳴り止まぬディスコードこの世の中と上手くやれずに泣いた昨日も消えぬディスコード僕等もいつか愛せるようにWhat we need (なくてはならないもの)You see the lights?Seek after 黒い無気力が包む感情麻痺したCan't find out this理想とはずれた普遍的未来destinyKick it 操作　rust bluster 速攻ぶっ飛ばすようはバランス　敵意メラメラ生き急ぐlaughter 一気にクラッシャーnever get together声を閉ざすCan't give my microphone awayShe says to me yeah“Don't worry, I'm with you”そんな言葉　いらないよTell you why この不感症の右脳が時に人の心の奥まで　目をつぶったって映し出し見せ付けていくんだ僕らの sweeping changes never leave us, leave usSweeping changes never leave us教えてよwhat we wonder 欠落のmy life, my daysWhat we know 腐っていくendingSeek after気力も薄れていく感情はないCan't find out this 結末見えた普遍的未来destinyKick it 操作　rust bluster 速攻ぶっ飛ばすようはバランス　敵意メラメラあざ笑うlaughter 一気にクラッシャーnever get together蹴散らしてくくり返すディスコード　不協和音につぶされないようにと愛した人でさえも　時に心の中まで見えてしまうから絆も失っていくから　浮かび上がる悲しい音一人で生きていくことなんて　出来ないだろ　辛いだろ心を越える声が見えるだろ僕らの sweeping changes never leave us, leave usSweeping changes never leave us教えてよwhat we wonder 欠落のmy life, my daysWhat we know 腐っていくending鳴り止まぬディスコードこの世の中と上手くやれずに泣いた昨日も消えぬディスコード僕等もいつか愛せるようにWhat we need～your voices～愛せるようにWhat we need鳴り止まぬディスコードこの世の中と上手くやれずに泣いた昨日も消えぬディスコード僕等はいつか愛せるようにWhat we need"
0,D-tecnoRize,20091209,"歓喜　光　絶望　希望　もちろん答えはそこには無いBe still but avaricious　感情を顔に出さない　それがルール世界には明けない夜があった　創作のための破壊動け鼓動癒えない　痛み　悲しみで　キズついた　君よ消せない過去も背負いあっていこう　生きる事を投げ出さないでいつか失ってしまうのかな　薄れていく　笑顔と君を守りたいから響く僕を呼ぶ声さえ枯れDo you remember?Every different life we had choose forbidden thingsWoo we would face what people's problems areYou're the only one to be forgivenIt's you, break the wall in front of usBe still and sensitive違うよ癒えない　痛み　悲しみで　キズついた　君もう笑えないなんて　人嫌いなんて　言葉そう言わないで見えない未来に起こる事　全てに意味があるから今はそのままでいい　きっと気づける　時が来るだろ重なり合うだけが虚しくて一人で生きて行けるって言ってたありふれたやさしさ言葉じゃ今はもう届かないほどに　君は疼きだすつないだ君の手は　なにげないやさしさを求めDo you remember痛みを知る事で　人に優しくなれるからDrive your Life癒えない　痛み　悲しみで　キズついた　君もう笑えないなんて　人嫌いなんて　言葉そう言わないで見えない未来に起こる事　全てに意味があるから今はそのままでいい　きっと気づける　時が来るだろHow can I see the meaning of lifeこの悲しみ消せずには今以上に痛み負って心に刻んでは　開いても　そこに答えはなかったろう生まれ変わる事を信じてこわれないようにと　離れていく　君もう笑えないなんて　人嫌いなんて　言葉そう言わないで今は by and by　見え無くったって　全てに意味があるから消せない過去も背負い合ってこう　生きる事を投げ出さないでYou'd better forget everything. Remember your different Life?You'd better forget everything. Remember...戻らないけど歪んだ記憶のような　時の中でいつか解りあえるから"
